rep,est,se,IRR,IRR_CI_Lower,IRR_CI_Upper,n_event
693,0.570787258198701,0.119022719811523,1.76965968227557,1.40144943816046,2.23461175679825,821
694,0.531089632150299,0.118048155653842,1.70078452881928,1.34948022342682,2.14354235301463,862
695,0.694193972239331,0.117524272693644,2.00209467951404,1.59018542741876,2.52070169718821,763
696,0.759759413440741,0.108340530872239,2.13776184185696,1.72877985727153,2.64349776709706,853
697,0.694771289912702,0.109098672656916,2.00325085786527,1.61759717156409,2.48084879850381,885
698,0.771202313708935,0.110145351771515,2.16236453201971,1.74250091920337,2.68339621391677,818
699,0.596659412682667,0.114158368016563,1.81604200911236,1.45195819234368,2.2714211719398,874
700,0.572848763224853,0.115393326863873,1.77331160754297,1.41436688308038,2.22335102374419,872
701,0.75066627970588,0.109431239909188,2.11841100076395,1.70947275181814,2.62517502158766,842
702,0.781700577901395,0.107363089352926,2.1851851851852,1.77051911606933,2.69696850500759,854
703,0.571434196208467,0.11979678400346,1.77080491279502,1.40023042742851,2.23945286272467,810
704,0.660547815789145,0.111920854342811,1.93585253456221,1.55455133298943,2.41067950349661,864
705,0.560410595849466,0.117467873445616,1.75139146675072,1.39121545701015,2.20481454137902,850
706,0.6657375532843,0.113886736962382,1.94592521572387,1.5566306575048,2.43257764899721,831
707,0.757503469350773,0.110060130790991,2.132944606414,1.71908053783757,2.64644534906626,828
708,0.475908629898824,0.120059052733743,1.60947595125937,1.2720085804382,2.03647434264153,872
709,0.613438056382369,0.113586056807902,1.84676979533746,1.47818277097624,2.30726453043306,871
710,0.654736038378288,0.113166200040333,1.92463442069741,1.54177501839996,2.40256691743356,849
711,0.761593454602298,0.110085459487719,2.14168618266979,1.72604026135888,2.65742335664151,825
712,0.612931700033793,0.115617706076157,1.84583490844016,1.47156308670274,2.31529761788904,841
713,0.686836727048907,0.116054501491924,1.98741883116883,1.58308279778595,2.49502654946956,787
714,0.630078348205537,0.112380866299813,1.87775769244688,1.50654040203693,2.34044433642543,878
715,0.673779241381892,0.110760026036144,1.9616368286445,1.5788450195204,2.43723671412877,873
716,0.762053580517592,0.107243174579422,2.14267185473411,1.73648129374514,2.64387684083139,869
717,0.730170685990839,0.111709892879722,2.07543482509283,1.66732962425849,2.58343020512441,821
718,0.776063474821559,0.10900994400785,2.17290172514054,1.75489304248815,2.69047844672311,832
719,0.758578160480537,0.10890201615584,2.1352380952381,1.72483972128837,2.64328428148123,845
720,0.696798818723922,0.10969547804334,2.00731662703494,1.61898536073884,2.48879337570545,874
721,0.654422916325228,0.112519568186406,1.92403186955716,1.54324696417098,2.39877266634395,859
722,0.643729472200079,0.111201691550351,1.90356695747474,1.53078115163901,2.36713599309077,887
723,0.826185030359628,0.104997749203312,2.28458646616545,1.85965915970603,2.80660856272792,863
724,0.656417882074984,0.116575392303391,1.92787407850169,1.53408530616621,2.4227456241316,799
725,0.384266239212332,0.123739649697519,1.4685363716061,1.15227814949691,1.87159591255948,886
726,0.729332592384075,0.10988830463154,2.07369614512472,1.67189125385024,2.57206662957417,849
727,0.575992089350027,0.114721590390735,1.7788944740353,1.42068891295606,2.22741623510592,880
728,0.70451093921026,0.108012344973464,2.02285714285714,1.6369105154931,2.49980129132197,896
729,0.829289540725207,0.104511119780951,2.29169000933711,1.8672215241235,2.81265132767834,869
730,0.549131358817496,0.118146595211515,1.73174809662929,1.37378305360733,2.18298767211053,848
731,0.72343894909578,0.108122856126654,2.06151046405824,1.6678277732894,2.5481200526118,881
732,0.765267148631334,0.108943093717171,2.14956855225312,1.73627603265066,2.66123869358579,840
733,0.562220551126418,0.118219080090499,1.75456427743453,1.39168523472572,2.21206327899001,838
734,0.839229019497669,0.103582329823747,2.31458179126579,1.88930943426434,2.83558043552838,878
735,0.77510859621924,0.10732260749457,2.17082785808148,1.75902583118828,2.67903603566707,859
736,0.649500430342263,0.11313591755481,1.91458412192838,1.5338150163257,2.38987904077336,853
737,0.693536892178285,0.113395367426458,2.00077957513156,1.60205319907814,2.49874280739685,820
738,0.66941961939899,0.115256549703649,1.95310344827586,1.5581838323298,2.4481149146333,809
739,0.701933618195961,0.109725518723059,2.01765030336459,1.62722409413143,2.50175299231921,870
